-0.25	0	0.25
LIU_PROSTATE_CANCER_UP	0.0439256034823902	0.0484061393152302	0.0580798103516397
LIU_SOX4_TARGETS_UP	0.612681744749596	0.150679456434852	0.0534171249018068
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	0.342618384401114	0.23605655930872	0.186320754716981
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	0.724394057857701	0.60728582866293	0.30390625
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	0.220453641066454	0.414788453934361	0.852388410336727
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	0.31187524990004	0.347100873709293	0.59889021006738
NAM_FXYD5_TARGETS_DN	0.143841166936791	0.18555869302138	0.262057877813505
FRASOR_TAMOXIFEN_RESPONSE_UP	0.364437324789748	0.187400318979266	0.183738541251495
WATANABE_COLON_CANCER_MSI_VS_MSS_UP	0.366328916601715	0.294209094442285	0.236658932714617
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	0.292774086378738	0.409958506224066	0.660580912863071
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	0.345614737685222	0.595804759983865	0.858717040535222
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	0.911990310859911	0.521154606563859	0.402996845425868
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	0.144694533762058	0.0906911705952857	0.0582408874801902
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	0.759156050955414	0.32870186581977	0.23671875
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	0.0292028413575375	0.0298039215686275	0.0333464103570027
IGARASHI_ATF4_TARGETS_DN	0.230460921843687	0.121680539040824	0.142913385826772
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	0.0488289003572846	0.00432220039292731	0.00706436420722135
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	0.696086261980831	0.694126921560899	0.284648606203377
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	0.58343057176196	0.927488734125358	0.643604183427192
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	0.554352186121139	0.889558232931727	0.895510528406834
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	0.48478862109838	0.918854415274463	0.675567955360701
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	0.148475120385233	0.245298119247699	0.425328554360812
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	0.30090231463319	0.551818537348455	0.809887459807074
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	0.16331456154465	0.155234657039711	0.140631242508989
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	0.077541181197268	0.0609951845906902	0.0764611689351481
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	0.148776637726914	0.139130434782609	0.177935943060498
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	0.175080128205128	0.249799839871898	0.383842443729904
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.146624051138634	0.213910230489284	0.343876723438767
CHANDRAN_METASTASIS_TOP50_UP	0.038753495805034	0.0212339743589744	0.0163868904876099
CHANDRAN_METASTASIS_TOP50_DN	0.508882747729964	0.49839871897518	0.383771070168561
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	0.740103958416633	0.262845849802372	0.0784621420164771
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	0.189167662285942	0.167591125198098	0.178316123907863
HOOI_ST7_TARGETS_UP	0.278033794162826	0.682718446601942	0.772708419742845
PRAMOONJAGO_SOX4_TARGETS_DN	0.0522088353413655	0.0612326043737575	0.090258449304175
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	0.211205159209996	0.214853057982526	0.163362410785091
PIEPOLI_LGI1_TARGETS_UP	0.674202664513524	0.979276716781796	0.931980906921241
PIEPOLI_LGI1_TARGETS_DN	0.946210268948655	0.671457085828343	0.5642683912692
THUM_SYSTOLIC_HEART_FAILURE_DN	0.294998030720756	0.613801452784504	0.604273842500989
CORRE_MULTIPLE_MYELOMA_UP	0.279469164715066	0.424480188309141	0.755914826498423
CORRE_MULTIPLE_MYELOMA_DN	0.683529411764706	0.494576134993973	0.29286858974359
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	0.43522906793049	0.259745425616547	0.166864373270067
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	0.658603199375732	0.906361122086132	0.910488958990536
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	0.251089108910891	0.0905155450609996	0.0356025039123631
LIU_CMYB_TARGETS_UP	0.32896305125149	0.167857142857143	0.137509850275808
LIU_VMYB_TARGETS_UP	0.453960595094491	0.182034032449545	0.174578265986661
LIU_TARGETS_OF_VMYB_VS_CMYB_DN	0.472989195678271	0.222886762360447	0.167062549485352
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	0.689411764705882	0.920679886685552	0.625847626645393
DOANE_BREAST_CANCER_CLASSES_DN	0.894308943089431	0.690340909090909	0.602964743589744
DOANE_BREAST_CANCER_ESR1_DN	0.412735849056604	0.457345971563981	0.574644549763033
TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN	0.613718411552347	0.4312	0.3504
LAIHO_COLORECTAL_CANCER_SERRATED_UP	0.221819645732689	0.129828753484667	0.0657370517928287
LAIHO_COLORECTAL_CANCER_SERRATED_DN	0.273667462211615	0.666801619433198	0.457199211045365
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	0.18506623845845	0.215876873228028	0.301010101010101
ROY_WOUND_BLOOD_VESSEL_DN	0.911003236245955	0.887872763419483	0.767074615080932
GRABARCZYK_BCL11B_TARGETS_UP	0.421052631578947	0.189648360331885	0.193293885601578
GRABARCZYK_BCL11B_TARGETS_DN	0.468924302788845	0.304158415841584	0.25511811023622
GAL_LEUKEMIC_STEM_CELL_UP	0.390673981191223	0.361275088547816	0.265441751368256
CHOI_ATL_CHRONIC_VS_ACUTE_DN	0.26102646351243	0.129755706848218	0.0708880923934687
NOJIMA_SFRP2_TARGETS_UP	0.634721131186174	0.809098294069862	0.371187800963082
WIKMAN_ASBESTOS_LUNG_CANCER_UP	0.703403565640194	0.95267892061009	0.694227769110764
WIKMAN_ASBESTOS_LUNG_CANCER_DN	0.759473474272038	0.873859579531932	0.516836335160533
RODRIGUES_NTN1_TARGETS_UP	0.968318440292445	0.75761217948718	0.521482065431612
WANG_LMO4_TARGETS_DN	0.193246541903987	0.0720576461168935	0.0730830670926518
WANG_CLIM2_TARGETS_DN	0.215128100854006	0.0982751704773365	0.0535571542765787
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	0.504108463434675	0.807361002349256	0.488454011741683
BARRIER_COLON_CANCER_RECURRENCE_UP	0.387869114126097	0.162077104642014	0.11711356466877
BARRIER_COLON_CANCER_RECURRENCE_DN	0.229533881707795	0.740063593004769	0.858108108108108
JAEGER_METASTASIS_UP	0.109293976864779	0.104678826328311	0.091699604743083
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	0.884584980237154	0.433902342199285	0.303429027113238
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	0.608140462889066	0.903800475059382	0.453824811732065
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	0.371965544244323	0.195892575039494	0.143589743589744
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	0.52566653402308	0.820634920634921	0.535154680594616
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	0.99685534591195	0.520741039065646	0.267418445428917
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	0.481952420016407	0.324508624147613	0.2224
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	0.365514501390544	0.603149606299213	0.96512539184953
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	0.990953947368421	0.599673202614379	0.463680387409201
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	0.520318725099602	0.183820584701642	0.0935137286112216
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	0.461206896551724	0.612929623567921	0.357749898826386
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	0.155712050078247	0.191946833463643	0.471712836519703
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	0.638099106417547	0.356395816572808	0.2365161805833
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	0.586166924265842	0.831264546159814	0.975419430355053
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP	0.343836155966916	0.583531274742676	0.930083899320815
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN	0.368421052631579	0.343652037617555	0.231340367330989
BILBAN_B_CLL_LPL_UP	0.427095748907429	0.189763779527559	0.110371819960861
BILBAN_B_CLL_LPL_DN	0.52968934329532	0.700871632329635	0.617156473391581
HOEBEKE_LYMPHOID_STEM_CELL_UP	0.394292604501608	0.652017578905314	0.938498402555911
HOEBEKE_LYMPHOID_STEM_CELL_DN	0.571709233791749	0.520016174686615	0.247910863509749
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	0.770376175548589	0.886658795749705	0.805352798053528
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	0.277666799840192	0.678206136900079	0.967335694608422
AKL_HTLV1_INFECTION_UP	0.317202114680765	0.240228013029316	0.181076672104405
AKL_HTLV1_INFECTION_DN	0.700158856235107	0.904894548348587	0.498197837404886
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	0.506952721493842	0.828525641025641	0.941364180295174
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP	0.335051546391753	0.825180433039294	0.222886762360447
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN	0.33852140077821	0.922578029995947	0.631366208569119
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	0.290147401086113	0.592738752959747	0.41951023685267
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN	0.499411995295962	0.623746490172483	0.416205533596838
MULLIGHAN_MLL_SIGNATURE_1_UP	0.390525477707006	0.201664025356577	0.10880626223092
MULLIGHAN_MLL_SIGNATURE_1_DN	0.17179384738314	0.347808764940239	0.889428918590523
MULLIGHAN_MLL_SIGNATURE_2_UP	0.304485907105994	0.165152113789016	0.0877399138268704
MULLIGHAN_MLL_SIGNATURE_2_DN	0.529924692826001	0.859805510534846	0.40878243512974
MULLIGHAN_NPM1_SIGNATURE_3_UP	0.760818253343824	0.353198251887167	0.115627466456196
MULLIGHAN_NPM1_SIGNATURE_3_DN	0.395056885052962	0.953864353312303	0.765863453815261
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	0.345340642129992	0.743003547497044	0.902557856272838
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_UP	0.19921875	0.355702094647013	0.666535587888321
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN	0.313180169286578	0.536752827140549	0.889874949576442
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP	0.296769046669326	0.210653753026634	0.206896551724138
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	0.932081502197363	0.639285714285714	0.485555995251286
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	0.69374271278663	0.539624183006536	0.36969696969697
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_DN	0.320769532783667	0.409700315457413	0.552600238189758
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP	0.24037706205813	0.324599139616738	0.496081504702194
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP	0.483412322274882	0.924573243350536	0.719011558389797
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	0.350257834192781	0.216699801192843	0.153846153846154
DITTMER_PTHLH_TARGETS_UP	0.102758896441423	0.0318217979315831	0.01500197394394
DITTMER_PTHLH_TARGETS_DN	0.776865963266901	0.502022653721683	0.342503987240829
UDAYAKUMAR_MED1_TARGETS_UP	0.0782889426957224	0.0283886445421831	0.0490118577075099
ODONNELL_TFRC_TARGETS_UP	0.0912	0.375251914550584	0.918303220738413
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	0.693181818181818	0.911833855799373	0.586395621579359
LEE_NEURAL_CREST_STEM_CELL_DN	0.2708	0.415495784825371	0.59402390438247
HUMMEL_BURKITTS_LYMPHOMA_UP	0.403869407496977	0.170838299562972	0.146107784431138
ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN	0.436767676767677	0.898129725427776	0.293864790933959
SABATES_COLORECTAL_ADENOMA_SIZE_UP	0.273606811145511	0.420948616600791	0.597769812823576
SABATES_COLORECTAL_ADENOMA_UP	0.698520591763295	0.963570856685348	0.814992025518341
SCIBETTA_KDM5B_TARGETS_UP	0.485702938840349	0.220325526002382	0.165671047391478
NAGASHIMA_NRG1_SIGNALING_DN	0.626682501979414	0.977470355731225	0.403522504892368
ELVIDGE_HYPOXIA_DN	0.124350259896042	0.0741185897435897	0.0569267515923567
ELVIDGE_HYPOXIA_BY_DMOG_DN	0.190818363273453	0.177521842732327	0.197525937749401
ELVIDGE_HIF1A_TARGETS_UP	0.279903342730568	0.17979797979798	0.105707395498392
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	0.166599919903885	0.128266988339365	0.13186372745491
JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	0.241676459067763	0.656609765780071	0.646419951729686
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP	0.344193177462629	0.525377760557923	0.839563862928349
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	0.461170848267622	0.580530273051049	0.761731391585761
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	0.507741167129813	0.787435796128013	0.700564971751412
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	0.547966837741808	0.769012944983819	0.604453441295547
BIDUS_METASTASIS_DN	0.400474871388999	0.729504950495049	0.708250298923874
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	0.328375733855186	0.471756914686404	0.894140625
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN	0.108257605689451	0.17665740373164	0.358303606817281
MAYBURD_RESPONSE_TO_L663536_UP	0.460897181421199	0.777195809830782	0.286219081272085
MAYBURD_RESPONSE_TO_L663536_DN	0.149046104928458	0.0855106888361045	0.049167327517843
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP	0.764243614931238	0.865008156606852	0.506446414182111
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	0.656497622820919	0.436840046929996	0.409568261376896
RODRIGUES_THYROID_CARCINOMA_DN	0.937299035369775	0.678713264495631	0.495634920634921
GOZGIT_ESR1_TARGETS_UP	0.191623864085342	0.349030470914127	0.791732909379968
HAHTOLA_SEZARY_SYNDROM_UP	0.414897877452944	0.314013497419611	0.27808764940239
HAHTOLA_SEZARY_SYNDROM_DN	0.85081771041085	0.910650179497407	0.774603174603175
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	0.357058592213921	0.256692913385827	0.193548387096774
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	0.251217532467532	0.0967741935483871	0.0799360511590727
PROVENZANI_METASTASIS_UP	0.479325572059414	0.15529695024077	0.110270700636943
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP	0.651942740286299	0.402429149797571	0.32815611310235
COLDREN_GEFITINIB_RESISTANCE_UP	0.853709075839204	0.260545905707196	0.12156704361874
CHOW_RASSF1_TARGETS_UP	0.0656645569620253	0.0346729708431836	0.0925266903914591
CHOW_RASSF1_TARGETS_DN	0.150139386698526	0.0981012658227848	0.0666929755327545
LANDIS_BREAST_CANCER_PROGRESSION_UP	0.220332278481013	0.214595660749507	0.227488151658768
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	0.2868	0.229456133386264	0.151250496228662
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	0.190007867820614	0.2546875	0.370544457500979
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	0.147613317288408	0.0977867203219316	0.0613718411552347
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	0.445660672400313	0.572599531615925	0.715397215397215
CHEBOTAEV_GR_TARGETS_UP	0.264508487958942	0.439904799682666	0.883467741935484
CHEBOTAEV_GR_TARGETS_DN	0.327697262479871	0.615819209039548	0.985369711348359
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	0.357114856918855	0.478448275862069	0.713278495887191
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	0.438276397515528	0.715560729530462	0.893998441153546
LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	0.420659858601728	0.71240526525728	0.328100470957614
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN	0.345511076564322	0.650700934579439	0.930251419302514
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	0.282390693943041	0.793187347931874	0.520622568093385
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	0.0460683081810961	0.058	0.0689517736149861
NADERI_BREAST_CANCER_PROGNOSIS_DN	0.0695272149384187	0.0673801030519223	0.188985736925515
CHIN_BREAST_CANCER_COPY_NUMBER_UP	0.120111731843575	0.105242255758539	0.083629191321499
VANHARANTA_UTERINE_FIBROID_DN	0.146274509803922	0.166405023547881	0.278318411833398
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	0.0691040578545601	0.0845295055821372	0.0378399684666929
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	0.739079102715466	0.769041769041769	0.36082059533387
LANDIS_ERBB2_BREAST_TUMORS_65_UP	0.136180499597099	0.121573301549464	0.126482213438735
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	0.138878143133462	0.185675360062281	0.244730679156909
ODONNELL_METASTASIS_UP	0.0899009900990099	0.0980624752866746	0.202140309155767
ODONNELL_METASTASIS_DN	0.743330638641876	0.523735408560311	0.417344173441734
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP	0.422159320663162	0.199763593380615	0.112731572723689
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	0.561775289884046	0.700239808153477	0.384034948371724
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	0.885062074489387	0.591109331197437	0.362151394422311
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	0.292139225655065	0.384334415584416	0.248407643312102
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	0.928888888888889	0.524439102564103	0.367664670658683
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	0.417776037588097	0.714900273758311	0.894246353322528
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	0.909756097560976	0.548387096774194	0.350618268847228
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	0.889152810768013	0.881204231082181	0.647342995169082
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	0.131102362204724	0.243710691823899	0.505914826498423
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	0.602327447833066	0.403277378097522	0.455051710421639
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP	0.142297138377107	0.11545988258317	0.120109546165884
LANDIS_ERBB2_BREAST_TUMORS_324_UP	0.12987012987013	0.107662082514735	0.109508963367108
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	0.298993963782696	0.61519805982215	0.900039354584809
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	0.390804597701149	0.841017488076312	0.699879469666533
BARIS_THYROID_CANCER_UP	0.161068393363011	0.109120521172638	0.0990699555196118
BARIS_THYROID_CANCER_DN	0.151479289940828	0.0856353591160221	0.0533175355450237
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	0.425429828068772	0.735705717712915	0.991653418124006
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	0.376932223543401	0.261630218687873	0.273051048674317
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	0.230130486358244	0.296500196618168	0.446960667461263
WANG_BARRETTS_ESOPHAGUS_UP	0.151746286631875	0.304488475535787	0.592217267936765
WANG_BARRETTS_ESOPHAGUS_DN	0.313569438917628	0.472099558410277	0.669484702093398
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	0.50204415372036	0.355072463768116	0.30857823669579
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	0.228217426059153	0.225921521997622	0.185522151898734
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	0.815671944782785	0.479579458147998	0.428856914468425
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	0.326053042121685	0.603744149765991	0.918590998043053
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	0.743337433374334	0.919413919413919	0.782711198428291
MCBRYAN_PUBERTAL_BREAST_3_4WK_DN	0.0766238817580708	0.201086956521739	0.311723602484472
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	0.485370741482966	0.227808326787117	0.127984344422701
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	0.858498023715415	0.703527546571542	0.57001582278481
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	0.354474708171206	0.519261006289308	0.73515625
LUI_THYROID_CANCER_PAX8_PPARG_UP	0.356629392971246	0.749402390438247	0.415109343936382
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	0.0354722997210044	0.00757575757575758	0.00683554483313229
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	0.692794932699921	0.478363493312353	0.39204097714736
HUMMERICH_BENIGN_SKIN_TUMOR_UP	0.266875981161695	0.304638364779874	0.373040752351097
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	0.502528199144302	0.548046875	0.582977069568597
