"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM" -0.468716001586833 -0.460972403041762 -0.453177128003251 -0.445329657448965 -0.437429465382695 -0.42947601871683 -0.421468777152447 -0.413407193056957 -0.405290711339257 -0.397118769322317 -0.388890796613146 -0.380606214970081 -0.372264438167319 -0.36386487185664 -0.355406913426241 -0.346889951856619 -0.338313367573427 -0.329676532297228 -0.321374343256854 -0.313708213358684 -0.305314965095021
"KEGG_SPHINGOLIPID_METABOLISM" 0.293349043344596 0.303214450444071 0.312938409344961 0.322523940477322 0.331973978882869 0.341291377211238 0.350356970468977 0.357853424245819 0.364315149467349 0.370631618125557 0.375966176525769 0.379577393989131 0.38307977844277 0.389149426644764 0.394336864907456 0.397964338055274 0.402558816887456 0.4067568884192 0.410792928555474 0.414676140487885 0.418415043384749
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES" -0.280866978980636 -0.277383584183428 -0.272978903167451 -0.268560129409408 -0.264152981789814 -0.259222265328018 -0.253966829360241 -0.248752433309606 -0.243578598322188 -0.238444852964895 0.248475363003874 0.259397878844268 0.270236733588488 0.280690882365914 0.290008619248691 0.298409056206704 0.306117150713114 0.313692341993323 0.321138037950624 0.328457530961848 0.335654002731607
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES" -0.197622741816564 -0.193925320202891 -0.189573024249031 -0.184146735901072 -0.178224197807041 -0.17242125295899 -0.166734315162275 0.163113630562681 0.18072608666625 0.19613342244042 0.209316264158309 0.22208733021959 0.232519827558973 0.240808244587007 0.248755565581247 0.254257502562403 0.258049186637877 0.264589913854315 0.271304097405175 0.277703854385458 0.283810766448204
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM" -0.289048313542127 -0.276273314573336 -0.263135377049805 -0.249618811439161 -0.235707010660131 -0.230337610445106 -0.231220873483067 -0.232131148620366 -0.233069694231792 -0.234037848087887 -0.234410332269508 -0.232921499337539 -0.231387247815988 -0.229827852238822 -0.227825637311103 0.226094129292826 0.238357765462201 0.246541746611136 0.254090654984559 0.261459664056927 0.268359942068131
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS" -0.281961033255463 -0.277958382998271 -0.273995807148598 -0.27007270686867 -0.266188495192936 -0.262342596735309 -0.258534447405018 -0.254763494130794 -0.251029194593093 -0.247331016964094 0.243922712866035 0.257156658512243 0.267664289746098 0.277880511571463 0.287817280728063 0.29748590865637 0.306897104451148 0.316061014429104 0.324941047186106 0.330823715388578 0.336509773766609
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS" 0.620385450208234 0.63054033692993 0.638517285620228 0.640902073775739 0.638538722058047 0.632820515451389 0.623128171673447 0.610623757860836 0.599179898862368 0.58866715818106 0.578976338880197 0.570014676419722 0.561702859710312 0.55397267753898 0.546765142378757 0.539853139050551 0.531048617084926 0.522834865292514 0.515154354064129 0.507956788643251 0.502908192661941
"KEGG_BASAL_TRANSCRIPTION_FACTORS" 0.267323414709987 0.286303816576266 0.302658789839607 0.318060935389848 0.332591162837503 0.346321473333918 0.359316152796108 0.371229594286255 0.381967300803263 0.394327439059328 0.404767514578954 0.413931187733218 0.422540590802328 0.428656881000508 0.43297166530727 0.436132698394803 0.439096502077233 0.441177828500741 0.441918295447451 0.442613611356713 0.443267783769934
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT" -0.176465695382134 -0.160874473022831 -0.145252975886106 -0.130827102188097 0.137295042270022 0.147198999587965 0.167593205346148 0.186232286955701 0.201143800122619 0.214832799840862 0.226818499276043 0.238244299714719 0.248359532260394 0.257587916073295 0.266482270385747 0.273751017279831 0.280605388839951 0.288520137020079 0.296970048844255 0.305107609101633 0.312949822644894
"KEGG_LYSOSOME" 0.383726304423791 0.390639791592034 0.397399554351618 0.402169025882878 0.405851035732072 0.409162776037658 0.412732347524211 0.416701367136995 0.423505744599344 0.430102792793718 0.436184639015582 0.441531809272793 0.445940185893496 0.450048910832867 0.453418629417481 0.456508229199441 0.45911036839591 0.461331879998247 0.462826462690915 0.463383529172386 0.463761660867366
"KEGG_CARDIAC_MUSCLE_CONTRACTION" -0.410096337449645 -0.400430356909009 -0.390683605146306 -0.380982179959929 -0.37132576590133 -0.361651930027372 -0.351715130457083 -0.341837112989619 -0.332017357566352 -0.322169896940917 -0.312126714790862 -0.302155192995606 -0.292254567312639 -0.282213545216443 -0.272147955504004 -0.26238597299066 -0.255764239861789 -0.249460981363897 -0.242986178197239 -0.236565332698862 -0.230204615678329
"KEGG_RENIN_ANGIOTENSIN_SYSTEM" -0.565239337387934 -0.561152740765327 -0.557000966118742 -0.551152269592652 -0.543403479453937 -0.53480344319312 -0.526175653173255 -0.517519974828158 -0.508836272720297 -0.500124410533727 -0.491384251066961 -0.482615656225764 -0.47381848701588 -0.46499260353569 -0.456137864968793 -0.447254129576521 -0.438262003666473 -0.427528190129594 -0.4168294644298 -0.406165654799529 -0.395536590590542
"KEGG_TASTE_TRANSDUCTION" -0.453228997252877 -0.451340624851038 -0.448867237543201 -0.446172642418241 -0.443402794706861 -0.440554497372066 -0.437624369677865 -0.434462020426306 -0.43063671382445 -0.426387037798724 -0.42161587291147 -0.416242527427391 -0.410484228854792 -0.404413738658553 -0.397638531325887 -0.39071267617015 -0.383471974598404 -0.375290135591878 -0.366407279265088 -0.35544212081243 -0.344164450514923
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION" -0.574297733739034 -0.56644849426283 -0.558602535866505 -0.550453546748804 -0.541371751008086 -0.532338588800827 -0.523353670517203 -0.514416610697934 -0.505527027979154 -0.495629349568888 -0.485704844526615 -0.475867073707541 -0.466114905050775 -0.456447226111068 -0.44686294363578 -0.437125944830754 -0.426697080120249 -0.416392084459985 -0.40620876399305 -0.399847444330282 -0.394976293012454
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION" 0.502249210034224 0.506121585579668 0.510283175288554 0.514318912631561 0.517676961058406 0.520618641873187 0.523466151692504 0.526223941270677 0.528896185240536 0.531486803199345 0.533268733916849 0.534141844479488 0.534231033906433 0.534277575246318 0.533395667205496 0.533136076117212 0.535488036259767 0.537754678945681 0.53994056381605 0.542049931289423 0.543581042844275
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS" 0.296310233649693 0.305298288273081 0.313823755014295 0.322179074740259 0.329856921827955 0.337074541365343 0.344024057198971 0.350552394274714 0.356975070170227 0.363294629483725 0.369513535756653 0.375634174675702 0.381658857124239 0.387479533951304 0.392451152376301 0.397214158330246 0.401888202728049 0.406475754892742 0.410979193596533 0.415361274115191 0.419215413059446
"KEGG_PRIMARY_IMMUNODEFICIENCY" 0.284223580924988 0.303543111056958 0.321312586822677 0.338458721257833 0.355242681542594 0.371675822940856 0.387769030930065 0.403532745247335 0.418976982473568 0.434111357258227 0.448945102279295 0.463220461452932 0.474150723469599 0.484779135067893 0.493698113722097 0.502116327784814 0.510278461918415 0.518196025890202 0.525879849891614 0.532674606104536 0.537599873654717
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM" -0.481488453901364 -0.477095895188215 -0.472527419161558 -0.467593030711601 -0.462478736807259 -0.456584860755266 -0.450104996344243 -0.443548074524616 -0.436941147412173 -0.430191253210063 -0.423966101998659 -0.41890979633999 -0.413826479606466 -0.408715934776347 -0.403577942496759 -0.398412281052301 -0.39321872633316 -0.387769670705435 -0.381706090715693 -0.375394740848717 -0.369565803713155
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC" -0.339934543427679 -0.332186365171674 -0.324264618892787 -0.315962359574589 -0.307252338495791 -0.297714326191934 -0.287994019323506 -0.278289412544193 -0.26860046784688 -0.259114097393057 -0.249161922045552 -0.239211423317026 -0.229308710930366 -0.219605925807019 -0.209866253961324 -0.199882977401182 0.193270914830277 0.201709138894585 0.209315442763094 0.216524458994846 0.223239575754039
"KEGG_DILATED_CARDIOMYOPATHY" -0.487666678730691 -0.482418517122526 -0.4770114443805 -0.471278188636762 -0.465412808264644 -0.458959628260538 -0.452299936380497 -0.445521539478321 -0.438426499562403 -0.431204469986307 -0.423396223553381 -0.417743651442169 -0.412787929070554 -0.408035030883205 -0.403261990437838 -0.398468679421563 -0.393654968429312 -0.388631916488703 -0.383101680618078 -0.377368961058958 -0.371383808753981
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS" -0.481826865999546 -0.478859205020467 -0.475578086697903 -0.471597237197866 -0.466891166892994 -0.461877883830789 -0.456875648375898 -0.45188442405064 -0.446904174537748 -0.441846112243076 -0.436466525179927 -0.430781748445216 -0.424842887334706 -0.418683377033004 -0.412387723067201 -0.406141801866117 -0.39994502644931 -0.393796819037404 -0.387696610872504 -0.381643842042808 -0.375637961311287
"KEGG_CITRATE_CYCLE_TCA_CYCLE" -0.386123134746459 -0.380050296281517 -0.373316290177869 -0.365934490382162 -0.35855303247354 -0.351358872445406 -0.343162351097104 -0.334666482650382 -0.326457605783702 -0.318521420110235 -0.310141683734478 -0.301817558184407 -0.292692862273159 -0.283926147509048 -0.275534378692192 -0.267494005200109 -0.259389577691906 0.263116297442757 0.266916811353396 0.270556948312948 0.274046650116952
"KEGG_PENTOSE_PHOSPHATE_PATHWAY" 0.329339137119283 0.340263222144907 0.349787126298269 0.358225522980441 0.36526018574432 0.372068751709103 0.378661948734672 0.385494246125151 0.392514761570297 0.398948381748509 0.403960744698336 0.408802617112326 0.412276286127399 0.415277189630977 0.418167808725438 0.42095411320904 0.423641649648983 0.426235578234634 0.428740705845829 0.431161515782138 0.433502194539922
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS" -0.184100855894556 -0.169131229765232 -0.153526313426075 -0.137869826803081 0.13352518389964 0.147426414645638 0.161373814292163 0.175367613226688 0.189408043372118 0.203495338199597 0.216424154321253 0.228962230789831 0.241305937462019 0.252086573880849 0.262760808031614 0.270600145124604 0.277595452605268 0.28443484149308 0.291123467243441 0.300611665338633 0.309380849695752
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM" 0.276375307984959 0.292198620848629 0.306299579823205 0.319166272649585 0.330477627559782 0.341407032789261 0.351973513034989 0.362194850149894 0.372087683002499 0.381304519839476 0.389037685986367 0.396501192464817 0.403708902335437 0.410673744411758 0.417407790656217 0.422648867646967 0.426844505094344 0.430077739883772 0.432291299066808 0.433901708953186 0.435446964150517
"KEGG_GALACTOSE_METABOLISM" -0.300613830513861 -0.296383939618895 -0.291154624467451 -0.285206281363769 -0.278295443059376 -0.273970529490843 -0.269824026508207 -0.265126985486779 -0.260080677896735 -0.254855173956329 -0.248999481678515 -0.24320733792605 0.249221331243871 0.254947642545051 0.260524203533647 0.264889017302556 0.268945520834238 0.272880404124891 0.276699055936805 0.280406551311276 0.284007674071213
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM" -0.278220219120824 -0.262466023311405 -0.245776691614974 -0.228114605219401 -0.208463467697855 -0.187151090793288 -0.16591702036132 -0.144760825619921 0.144385641400808 0.14942244329275 0.154440873841091 0.159441033374929 0.164423021494143 0.169386937075996 0.174332878281681 0.181988740203918 0.198770076092531 0.21836707898779 0.237755534842151 0.256432161981782 0.272793618316434
"KEGG_FATTY_ACID_METABOLISM" -0.619809824258335 -0.615137024591433 -0.610432582645851 -0.604872644159402 -0.597453791748509 -0.589251686455247 -0.581068094402328 -0.572902952980148 -0.567058406896453 -0.561282615617085 -0.555519802478502 -0.549281788231475 -0.542865558116775 -0.536477978778032 -0.530118858738716 -0.523788008224721 -0.517027926503166 -0.510119696052014 -0.503257090114701 -0.496439658197047 -0.489666955716294
"KEGG_STEROID_BIOSYNTHESIS" 0.456982818333582 0.457984666530796 0.458951773304983 0.459885914967097 0.46078874876155 0.461661822678111 0.462506584309259 0.463324388859595 0.464116506400534 0.464884128451963 0.465628373962606 0.466350294752215 0.467050880471257 0.467731063127289 0.469441139947929 0.475373247682072 0.481139826462072 0.486747709309569 0.492203358262172 0.49751288921351 0.502682094783795
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS" -0.456285833926905 -0.457041420309396 -0.455739124225539 -0.453357690552519 -0.449813413034318 -0.446167907290302 -0.440351701251676 -0.434488845995441 -0.428578778032721 -0.422620924762562 -0.416614704287004 -0.41055952522162 -0.404454786501407 -0.398299877181894 -0.392094176235318 -0.38476892067291 -0.376500821340847 -0.368232722008784 -0.35996462267672 -0.351573162089061 -0.340883454425181
"KEGG_STEROID_HORMONE_BIOSYNTHESIS" -0.579695782861067 -0.578152930271777 -0.576418459511369 -0.574402728590762 -0.571920723836222 -0.568794991831 -0.56535278960789 -0.56187011638792 -0.558035982896493 -0.553944544696536 -0.549810755213751 -0.545633953447354 -0.541413464569134 -0.53714859955998 -0.532838654834889 -0.528096867626228 -0.523176121972064 -0.518210757862917 -0.513200165673691 -0.508008375162307 -0.501885364951193
"KEGG_OXIDATIVE_PHOSPHORYLATION" 0.428289505400701 0.433910934897908 0.438960922700128 0.443561678076818 0.447590273023878 0.451332930736735 0.454472375903377 0.457155837056335 0.459523779716699 0.461778189664094 0.463927040851367 0.46564757649991 0.46672927095493 0.467761188822345 0.470825900212339 0.473905259673025 0.476848774692057 0.479665240341276 0.48236270849759 0.484948564720086 0.487429595777834
"KEGG_PURINE_METABOLISM" -0.187613163932629 -0.182450635836618 -0.176889990624049 0.181073769747124 0.187532859828651 0.193790281940362 0.199885235849299 0.205486871694964 0.217383988389915 0.228942181075195 0.239963875380114 0.250560862551914 0.260470015866184 0.269583442819655 0.277819746208237 0.28566509059235 0.293252161867697 0.299647383774704 0.305181354865821 0.310330819830073 0.314867647477567
"KEGG_PYRIMIDINE_METABOLISM" 0.4109986347612 0.423938564502114 0.434731711105016 0.443676894282359 0.450723756691854 0.457016724754514 0.463040456740121 0.468239868095462 0.473245151093901 0.479534560509468 0.484902900453862 0.489958024369653 0.494504415485994 0.497845955088604 0.500023695236137 0.502011821835185 0.503349446428471 0.503082913259844 0.502139549772135 0.50124045241157 0.500382576905217
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM" -0.29036239373406 -0.285006535897412 -0.279004188094259 -0.272571315075846 -0.265660810562059 -0.258094801357752 -0.252017615193281 -0.245877577979429 -0.239271625765692 0.232631986690201 0.236001003638514 0.239277228800163 0.242464443701456 0.245335227429405 0.247386792982254 0.249159024929166 0.250147252310047 0.250281365396182 0.250307165327925 0.250332030924214 0.250356012037303
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM" -0.505897649657453 -0.499816532884706 -0.493704226444047 -0.487560489763751 -0.480618261890869 -0.473401511210698 -0.465452323919999 -0.456328592399255 -0.447171652784937 -0.438061527592961 -0.428240349492195 -0.418331270135342 -0.408499143100294 -0.397634004538538 -0.386322109350155 -0.375177955484662 -0.364197839309703 -0.35337816542844 -0.342715442754364 -0.332206280755697 -0.321331040395315
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM" 0.291506505425407 0.300053556339654 0.308529618656006 0.316935573123863 0.327120550102192 0.337244633886159 0.346476250991578 0.353634728596916 0.360054980998151 0.365190235911459 0.369112416546412 0.372928960765536 0.374866098865774 0.376326057546441 0.37773792299449 0.379104033098162 0.379551039471676 0.3798261786204 0.380091915627492 0.38034872433621 0.380597047275258
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION" 0.195411285830636 0.201799392171209 0.209183669377732 0.215543931866411 0.231170448854623 0.245850055131296 0.260113825535182 0.276257093400343 0.29076139549852 0.304745586773881 0.318237150501722 0.330214198514286 0.3410908333264 0.348284676453484 0.354271547363289 0.359980383242776 0.364452092421457 0.368313156861725 0.37199402372853 0.375507020214 0.378863374185297
"KEGG_LYSINE_DEGRADATION" -0.195404237950124 -0.191115784735967 -0.185740994644205 0.184966375958689 0.196729802120759 0.208774342948905 0.220260406148022 0.231225954575831 0.241705586593394 0.251474577042333 0.259543622725556 0.268873662678434 0.281954018795336 0.294240356417397 0.305893724895482 0.316961809969863 0.326270499287492 0.334634984063544 0.341606404157336 0.346318988880871 0.35042261329443
"KEGG_ARGININE_AND_PROLINE_METABOLISM" 0.216728506424788 0.222981042458308 0.229210145369106 0.235054031118107 0.240240591772154 0.245026049035063 0.249530279567672 0.253754415099335 0.257499860856231 0.260742449765997 0.267747641186714 0.275128761069223 0.282364086921806 0.289301545946757 0.295594670497417 0.30160297623341 0.30667288021418 0.311260719556783 0.31573418292596 0.320097494795227 0.324354674127196
"KEGG_HISTIDINE_METABOLISM" -0.415382669130516 -0.411525278415504 -0.409110066646829 -0.406159106461059 -0.401987610056994 -0.395661797156554 -0.388941556944561 -0.382069384653521 -0.373887816179631 -0.365650595767098 -0.357357153652112 -0.349006912266579 -0.340599286104048 -0.33213368158285 -0.3236094969064 -0.315026121920595 -0.306382937968221 -0.297679317740314 -0.288914625124387 -0.279907498123452 -0.269905186236724
"KEGG_TYROSINE_METABOLISM" -0.59816118402282 -0.594249483828648 -0.590308641610953 -0.586338330491605 -0.582338218685456 -0.578307969407915 -0.574579117240487 -0.571176491731274 -0.567747937277267 -0.56429315636634 -0.560811846917296 -0.557303702191827 -0.553768410704409 -0.550205656130115 -0.546615117210263 -0.542996467655844 -0.539349376048686 -0.535673505740265 -0.531968514748115 -0.527993742391249 -0.523690546509154
"KEGG_PHENYLALANINE_METABOLISM" -0.499491426449132 -0.493014334238274 -0.486472195776905 -0.479864026278925 -0.472028605092598 -0.46359202053902 -0.455112499910058 -0.446589714599463 -0.438914495657505 -0.431486413908468 -0.424209279398782 -0.417875637882904 -0.411509262973773 -0.405109900255901 -0.39867729267041 -0.392211180480611 -0.385711301237041 -0.379177389741958 -0.372609178013271 -0.366006395247904 -0.359368767784572
"KEGG_TRYPTOPHAN_METABOLISM" -0.327626270240289 -0.32458912757036 -0.321534855222208 -0.318256353894123 -0.313791860627139 -0.308422147734186 -0.303082603478431 -0.297318019121757 -0.291509943146306 -0.285750214540739 -0.280038232130127 -0.274018247518535 -0.267451429056379 -0.260943764880922 -0.254523753381564 0.250214753159046 0.250954644814922 0.2516847681194 0.252405315252498 0.253116473385881 0.253818424844951
"KEGG_BETA_ALANINE_METABOLISM" -0.391521076511615 -0.386724110380457 -0.381895936589567 -0.376448292900745 -0.369580769148835 -0.361468351779999 -0.353408443149411 -0.345400535096584 -0.337444125997004 -0.329538720657384 -0.321683830212927 -0.313878972026549 -0.30612366959003 -0.298417452427028 -0.290759855997945 -0.283150421606574 -0.275588696308512 -0.268031369863544 -0.261278748664293 -0.254609267566027 -0.24770348820017
"KEGG_SELENOAMINO_ACID_METABOLISM" 0.355036558296878 0.366283816647442 0.377270421284435 0.388005329340303 0.39849709219016 0.408753878170466 0.417182851757073 0.422732527561957 0.427912952578883 0.432912585309991 0.437740727678915 0.442406054245785 0.443231545172872 0.443548661817385 0.44385178687621 0.444141826351927 0.444419609677516 0.444769955148051 0.449223915394014 0.453186627515195 0.454903812606791
"KEGG_GLUTATHIONE_METABOLISM" -0.223954215481911 -0.217348702223487 -0.210775913103887 -0.204235605547735 0.211763498479749 0.222344023341254 0.23137959867137 0.23997501494964 0.247994421700568 0.255898610555062 0.263690046872388 0.271371126173675 0.278944176597476 0.286411461252441 0.293775180472105 0.3010374739765 0.308011496911669 0.314147496788402 0.319643985610843 0.324513133572459 0.328791576428477
"KEGG_STARCH_AND_SUCROSE_METABOLISM" -0.396329694022403 -0.390123304957484 -0.387555484975243 -0.384956876082853 -0.382326921188458 -0.379665049678681 -0.376970677005896 -0.374243204260267 -0.371482017725928 -0.368686488420606 -0.365855971617949 -0.362531330425205 -0.357568694827257 -0.351898046439139 -0.346227398051022 -0.340165122683199 -0.333979848839181 -0.327810110000329 -0.321655847713201 -0.315419508520269 -0.308812598430598
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM" 0.343801134997706 0.354069602034229 0.364034518300382 0.373284243347044 0.381517033371608 0.390627517196369 0.403132136172032 0.413171716850937 0.422281823926918 0.431051161352231 0.439386573288658 0.446169179404541 0.451524756689893 0.454941533470822 0.457138994984608 0.459235390465901 0.461237535551563 0.463151646512677 0.464234378475569 0.464840404029096 0.465419749259679
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE" -0.165211869402807 -0.15930818198215 0.170599761618015 0.184375032266213 0.198150302914412 0.211488360390137 0.223490141671228 0.235398281043243 0.24621738706527 0.25606604133948 0.264699309211352 0.272360803175338 0.279444969501525 0.28489487269973 0.290187187927217 0.295328652929161 0.300325626747479 0.305184115958994 0.313615743900828 0.322741205475758 0.329810662653367
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE" 0.236362563734833 0.251008944160331 0.273732569345667 0.296975239151687 0.319847197633009 0.341486237892404 0.360029638779725 0.374937717010384 0.385420701324631 0.395234539290196 0.40311549992605 0.409516414678912 0.415611900289537 0.421423308353275 0.426970045620545 0.432269790503351 0.437338681289054 0.44214575860808 0.444472816025143 0.446691769880172 0.447116412663218
"KEGG_INOSITOL_PHOSPHATE_METABOLISM" -0.261759804619768 -0.245770691606377 -0.230637336271927 -0.21971002110853 -0.20865014972775 -0.196449248533453 -0.182793682428821 -0.168637858374852 -0.154492877510251 -0.150762175996636 -0.147345414551435 -0.143923548744563 -0.140561364931008 -0.136984575628649 -0.133444763090467 0.145222100293961 0.160335168576674 0.173873327784856 0.184477529398781 0.192593397247978 0.200082459587186
"KEGG_PYRUVATE_METABOLISM" -0.365868246583354 -0.362297180611551 -0.358696943293935 -0.354093140015845 -0.347886400145455 -0.341623893887226 -0.336517798534127 -0.331424575520767 -0.325706327489776 -0.320034131776498 -0.314028661482811 -0.307829979220811 -0.30170006887744 -0.294768557120231 -0.287632216239035 -0.280137040108843 -0.272709020761475 -0.265427144107773 -0.258287139231455 -0.25128490003004 -0.244416477340647
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM" -0.2372493515334 -0.219471561695964 -0.208438270931566 -0.197730706096618 -0.187334652838985 0.181264723590882 0.201871654903431 0.221904143793815 0.241385879959142 0.260339268159367 0.27878551417104 0.29674470393245 0.3142358765012 0.331277091381314 0.347885490720386 0.364077356827083 0.379868165414678 0.392231346469712 0.403559680843145 0.414514301235194 0.425113400414281
"KEGG_PROPANOATE_METABOLISM" 0.163760331431215 0.174734827201127 0.184927010715767 0.194703117309584 0.202536274737295 0.209227359395994 0.215779649802715 0.221907350831502 0.227072897913944 0.232105700175033 0.235958449666879 0.239634404282805 0.243200079863082 0.249770731429616 0.25865854685172 0.267246764021103 0.27555028052704 0.283583022348757 0.291358021794287 0.298887488055442 0.305645695363812
"KEGG_BUTANOATE_METABOLISM" -0.43417981989145 -0.427692872441933 -0.420867342784859 -0.41120979696825 -0.399021317808593 -0.385787517138378 -0.372718833424396 -0.359812195600945 -0.347064608292769 -0.334473149497473 -0.322034968352579 -0.309011192367871 -0.295882098501967 -0.282415240464496 -0.270010386111451 -0.257846126317431 -0.24591552874219 -0.233507457176708 -0.22128698164462 -0.210145347262375 -0.199613180718662
